IMDB,ID,Title,Genre,Tags,Director,Cast,Language,Rating
0316196,154844,Lördagen den 5.10 (1969) ,['Drama'],"['eastern europe', 'film school']",Roy Andersson,"['Stefan Böhm', 'Curt Ericson', 'Eric Hansson', 'Bernt Hedberg', 'Lars Karlsteen', 'Ingeborg Kähr', 'Rose Lagercrantz', 'Gunnar Ossiander', 'Sol Britt Pilotti', 'Margot Tännerus']",Swedish,5.9
3356654,154846,Lucky in Love (2014) ,"['Comedy', 'Drama', 'Romance']","['drinking', 'dinner', 'embarrassment', 'kissing', 'jealousy']",Kevin Fair,"['Jessica Szohr', 'Benjamin Hollingsworth', 'Ryan Kennedy', 'Peter Benson', 'Julia Benson', 'Deidre Hall', 'Tara Wilson', 'Cindy Busby', 'Lindsay Maxwell', 'Vincent Tong', 'Cynthia Mendez', 'Ian Carter', 'Darla Taylor', 'Matthew Kevin Anderson', 'Goldie Hoffman']",English,5.7
0052138,154850,Doroga k zvezdam (1957) ,"['Biography', 'Sci-Fi']","['space', 'moon', 'cosmonaut', 'scientist', 'spaceflight']",Pavel Klushantsev,"['Georgi Solovyov', 'Leonid Khmara', 'Georgi Kulbush']",Russian,7.2
1245775,154852,Knerten (2009) ,"['Adventure', 'Comedy', 'Family', 'Fantasy']","['character name as title', 'knerten the twig character', 'imaginary friend', 'salesman', 'snow']",Åsleik Engmark,"['Adrian Grønnevik Smith', 'Åsleik Engmark', 'Pernille Sørensen', 'Jan Gunnar Røise', 'Petrus Andreas Christensen', 'Per Schaanning', 'John F. Brungot', 'Kjersti Fjeldstad', 'Per Jansen', 'Amalie Blankholm Heggemsnes', 'Ole Johan Skjelbred-Knutsen', 'Daniel Batchin', 'Jan-Paul Brekke', 'Magnus Devold', 'Niklas Hovland']",Norwegian,5.8
4613272,154858,Lu Bian Ye Can (2015) ,"['Drama', 'Mystery']","['underground', 'train', 'doctor', 'clinic', 'past']",Bi Gan,"['Yongzhong Chen', 'Yue Guo', 'Linyan Liu', 'Feiyang Luo', 'Lixun Xie', 'Zhuohua Yang', 'Shixue Yu', 'Daqing Zhao']",Mandarin,7.3
5437970,154860,Mama (2016) ,['Drama'],"['written by director', 'skinny dipping', 'title at the end', 'scene during end credits', 'one word title']",Vlado Skafar,"['Pierluigi Di Piazza', 'Gabriella Ferrari', 'Vida Rucli', 'Natasa Tic Ralijan']",Italian,6.6
3451720,154862,Francofonia (2015) ,"['Drama', 'History']","['military uniform', 'french liberation', 'reference to jeanne boitel', 'actress', ""revealing someone's future""]",Aleksandr Sokurov,"['Louis-Do de Lencquesaing', 'Benjamin Utzerath', 'Vincent Nemeth', 'Johanna Korthals Altes', 'Andrey Chelpanov', 'Jean-Claude Caër', 'Aleksandr Sokurov', 'Francois Smesny', 'Peter Lontzek', 'Catherine Limbert', 'Léolo']",Russian,6.7
0067584,154866,Pioniere in Ingolstadt (1971) ,"['Comedy', 'Drama', 'Romance']","['maid', 'comrade', 'cheating', 'darkness', 'male virgin']",Rainer Werner Fassbinder,"['Hanna Schygulla', 'Harry Baer', 'Irm Hermann', 'Rudolf Waldemar Brem', 'Walter Sedlmayr', 'Klaus Löwitsch', 'Carla Egerer', 'Günther Kaufmann', 'Burghard Schlicht', 'Elga Sorbas', 'Gunter Krää', 'Ulli Lommel']",German,6.4
0137226,154868,The Treasure of Swamp Castle (1985) ,"['Animation', 'Adventure', 'Romance', 'War']","['aristocrat', '18th century', 'pasha', 'treasure', 'inheritance']",Attila Dargay,"['András Kern', 'Judit Pogány', 'Hilda Gobbi', 'György Bárdy', 'Gábor Maros', 'Ferenc Zenthe', 'József Képessy', 'Judit Hernádi', 'László Csákányi', 'János Gálvölgyi', 'Sándor Suka', 'András Márton', 'Judit Czigány', 'Pierre Franckh', 'Zoltán Gera']",Hungarian,7.9
0373796,154872,Document Rojo (1964) ,['Documentary'],['taxi'],Noriaki Tsuchimoto,['Kimio Kawasaki'],Japanese,6.8
0350921,154878,La femme qui se poudre (1972) ,"['Short', 'Fantasy', 'Horror']","['phantom', 'mask', 'avant garde']",Patrick Bokanowski,"['Jean-Jacques Choul', ""Jacques Delbosc d'Auzon"", 'Claus-Dieter Reents', 'Nadine Roussial']",None,7.1
0111339,154902,Szél (1996) ,"['Drama', 'Short']","['hanging', 'wind']",Marcell Iványi,"['Szilvia Czobor', 'Ilona Somogyi', 'Margit Gyovai']",None,7.7
0130860,154908,Rusalka (1997) ,"['Animation', 'Short', 'Fantasy']","['lost love', 'necklace', 'old man', 'female nudity', 'infatuation']",Aleksandr Petrov,['Evgeniya Smolyaninova'],Russian,7.8
3380104,154911,Buddy Hutchins (2015) ,"['Horror', 'Thriller']",[],Jared Cohn,"['Jamie Kennedy', 'Sally Kirkland', 'Sara Malakul Lane', 'David Gere', 'Steve Hanks', 'Nicole Alexandra Shipley', 'Demetrius Stear', 'Remington Moses', 'Richard Switzer', 'Edward DeRuiter', 'Hiram A. Murray', ""Erin O'Brien"", 'Samantha Stewart', 'George Saunders', 'Rebecca Rowley']",English,3.6
4859032,154913,The Ouija Exorcism (2015) ,['Horror'],[],Nick Slatkin,"['J. Damian Anastasio', 'Brittney Bertier', 'Cameron Bigelow', 'Jay Brothers', 'Tony Harutyunyan', 'Lola Kelly', 'Laura Kirchner', 'Walker Mintz', 'Ben Morrison', 'Lynne Newton', 'Michael Palladino', 'Julia Rae', 'Branden Smith']",English,2.2
3704050,154915,Remember (2015) ,"['Drama', 'Mystery', 'Thriller']","['auschwitz', 'letter', 'dementia', 'learning the truth', 'loss of memory']",Atom Egoyan,"['Christopher Plummer', 'Kim Roberts', 'Amanda Smith', 'Martin Landau', 'Sean Francis', 'Howard Jerome', 'Henry Czerny', 'T.J. McGibbon', 'Liza Balkan', 'Mark Fisher', 'Michael Koras', 'Peter DaCunha', 'Daniel Kash', 'Duane Murray', 'Patrick Haye']",English,7.5
2190193,154917,Back to the Sea (2012) ,"['Animation', 'Comedy', 'Family']","['fish', 'new york harbor', '3d animation']",Thom Lu,"['Yuri Lowenthal', 'Kath Soucie', 'Tom Kenny', 'Mark Hamill', 'Matthew Yang King', 'Tim Curry', 'Christian Slater', 'Tara Strong', 'James Sie', 'Annie Mumolo', 'Nolan North', 'Ogie Banks', 'Justin Cowden', 'John DiMaggio', 'Andrew Dolan']",N/A,4.2
2738218,154919,Godheten (2013) ,['Documentary'],"['professor', 'economic inequality', 'bonus', 'crime scene photograph', 'social democrat']",Stefan Jarl,"['Thommy Berggren', 'Kate Pickett', 'Richard Wilkinson']",Swedish,6.3
1495768,154921,Future My Love (2012) ,['Documentary'],"['utopia', 'f rated', 'free energy', 'technocracy', 'futurism']",Maja Borg,"['Daniel Bedford', 'Maja Borg', 'Colin D. Calway', 'Orlando Capote', 'Nadya Cazan', 'John Darvill', 'Jacque Fresco', 'Peter Joseph', 'Roxanne Meadows', 'Sven Erik Prytz', 'Martin Watmough', 'George Wright']",English,7.0
3671552,154923,Jji-ra-si: Wi-heom-han so-moon (2014) ,"['Crime', 'Thriller']",[],Kwang-shik Kim,"['Jin-young Jung', 'Eui-sung Kim', 'Kang-woo Kim', 'Chang-Seok Ko', 'Sung-woong Park', 'Won-Sang Park']",Korean,6.3
1891788,154925,È stato il figlio (2012) ,"['Comedy', 'Drama']","['black comedy', 'tragedy', 'melodrama']",Daniele Ciprì,"['Toni Servillo', 'Giselda Volodi', 'Alfredo Castro', 'Aurora Quattrocchi', 'Fabrizio Falco', 'Benedetto Raneli', 'Giacomo Civiletti', 'Piero Misuraca', 'Manuela Lo Sicco', 'Alessia Zammitti', 'Delia Iemmolo', 'Matteo Rizzo', 'Pier Giorgio Bellocchio', 'Nicola Cea', 'Nino Scardina']",Italian,6.7
0057244,154929,The Leather Boys (1964) ,"['Drama', 'Romance']","['gay biker', 'repressed homosexual', 'mixed orientation relationship', 'apology', 'drunk man']",Sidney J. Furie,"['Rita Tushingham', 'Colin Campbell', 'Dudley Sutton', 'Gladys Henson', 'Avice Landone', 'Lockwood West', 'Betty Marsden', 'Martin Matthews', 'Johnny Briggs', 'James Chase', 'Geoffrey Dunn', 'Dandy Nichols', 'Elizabeth Begley', 'Valerie Varnam', 'Jill Mai Meredith']",English,7.1
0135167,154931,The Bogus Man (1980) ,['Short'],"['no wave', 'three word title', 'independent film']",Nick Zedd,"['David McDermott', 'Lawrence Oliver Cherry']",English,5.4
1890493,154933,Oosaravelli (2011) ,"['Action', 'Thriller']",['family'],Surrender Reddy,"['N.T. Rama Rao Jr.', 'Tamannaah Bhatia', 'Prakash Raj', 'Vidyut Jammwal', 'Payal Ghosh', 'Shaam', 'Jayaprakash Reddy', 'Rahman', 'Sayaji Shinde', 'Murli Sharma', 'Tanikella Bharani', 'Ajay', 'Duvvasi Mohan', 'Adhvik Mahajan', 'Aahuthi Prasad']",Telugu,6.6
4125856,154935,For Grace (2015) ,"['Documentary', 'Biography', 'Family']",[],Mark Helenowski,['Curtis Duffy'],English,7.3
0969653,154937,White Wall (2010) ,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']","['virus', 'violence', 'secret', 'bounty hunter', 'color in title']",James Boss,"['James Boss', 'Gary Kohn', 'Michael Teh', 'Aurelie Kyinn', 'John Klemantaski', 'Hugh Mason', 'Eddie Kaulukukui', 'Nevin Millan', 'Leo Solomon', 'Christopher Guyton', 'Gabriel Womack', 'Albert Marrero Jr.', 'Ping Lam Siu', 'Joseph Tuccio', 'Philip Marlatt']",English,5.8
4701660,154939,Mei ren yu (2016) ,"['Comedy', 'Drama', 'Fantasy', 'Romance']","['mermaid', 'environment', '3 dimensional', 'water control', 'underwater scene']",Stephen Chow,"['Chao Deng', 'Show Lo', 'Yuqi Zhang', 'Yun Lin', 'Hark Tsui', 'Zhang Wen', 'Kris Wu', 'Sheung-ching Lee', 'Zhengyu Lu', 'Chi Ling Chiu', ""Mei'e Zhang"", 'Linah Matsuoka', 'Barbie Liu', 'Zhen Zhen Xu', 'Bai-Ke']",Mandarin,6.2
3581932,154941,And Then There Were None             ,"['Crime', 'Drama', 'Mystery', 'Thriller']","['1930s', 'isolation', 'whodunit', 'murder mystery', 'island']",Agatha Christie,"['Maeve Dermody', 'Charles Dance', 'Toby Stephens', 'Burn Gorman', 'Aidan Turner', 'Harley Gallacher', 'Miranda Richardson', 'Paul Chahidi', 'Sam Neill', 'Charlie Russell', 'Tom Clegg', 'Noah Taylor', 'Catherine Bailey', 'Ben Deery', 'Rob Heaps']",English,7.9
3169832,154943,Incidencias (2015) ,['Comedy'],['passenger'],José Corbacho,"['Toni Acosta', ""Karim Ait M'Hand"", 'Roberto Álamo', 'Nao Albet', 'Ernesto Alterio', 'Carlos Areces', 'Lola Dueñas', 'Miki Esparbé', 'Aida Folch', 'Núria Gago', 'Saras Gil', 'Rubén Ochandiano', 'María Alfonsa Rosso', 'Manolo Segura', 'José Corbacho']",Spanish,4.2
2377414,154945,Beyond (2014) ,"['Drama', 'Romance', 'Sci-Fi']","['post apocalypse', 'one word title']",Joseph Baker,"['Richard J. Danum', 'Gillian MacGregor', 'Paul Brannigan', 'Kristian Hart', 'Joseph Baker', 'George Dillon', 'Gina Isaac', 'David McGranaghan', 'Stein Olsen', 'Sid Phoenix', 'John Rayment', 'John Schwab', 'Dawn Sievewright', 'James Winter']",English,3.9
3417334,154947,Airplane vs. Volcano (2014) ,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']","['disaster film', 'disaster movie', 'cgi', 'psychopath', 'pilot']",James Kondelik,"['Dean Cain', 'Robin Givens', 'Tamara Goodwin', 'Matt Mercer', 'Morgan West', 'Lawrence Hilton-Jacobs', 'Graham Denman', 'Mike Jerome Putnam', 'Anthony Marks', 'David Vega', 'Ryan Budds', 'Jonathan Nation', 'Jeff Groff', 'Natalie Burtney', 'Zachary Haven']",English,2.5
0087417,154949,Holi (1985) ,"['Comedy', 'Drama']",['based on play'],Ketan Mehta,"['Ashutosh Gowariker', 'Aamir Khan', 'Rahul Ranade', 'Sanjeev Gandhi', 'Manoj Pandya', 'Amole Gupte', 'Naseeruddin Shah', 'Om Puri', 'Shreeram Lagoo', 'Deepti Naval', 'Paresh Rawal', 'Mohan Gokhale', 'Raju Barot', 'Deepak Kejriwal', 'Benjamin Gilani']",Hindi,7.5
0101477,154951,Blood Ties (1991) ,"['Horror', 'Thriller']","['beach', 'vampire', 'journalist', 'crossbow', 'uncle nephew relationship']",Jim McBride,"['Harley Venton', 'Patrick Bauchau', 'Kim Johnston Ulrich', 'Michelle Johnson', 'Salvator Xuereb', 'Jason London', 'Bo Hopkins', 'Michael C. Gwynne', 'Robert Lesser', 'Nicholas Kepros', 'Bill Landrum', 'Robert Burr', 'Gregory Scott Cummins', 'Robert Miano', 'Marilyn Rockafellow']",English,5.3
0183550,154959,My Mother Frank (2000) ,"['Comedy', 'Drama', 'Romance']","['love', 'australia', 'mother and son in college togther', 'mother love', 'grandmother grandchild relationship']",Mark Lamprell,"['Sinéad Cusack', 'Sam Neill', 'Matthew Newton', 'Rose Byrne', 'Sacha Horler', 'Celia Ireland', 'Lynette Curran', 'Melissa Jaffer', 'Joan Lord', 'Nic Bishop', 'Deborah Kennedy', 'Hayley McElhinney', 'Annie Byron', 'Pamela Hawken', 'Brendan Higgins']",English,6.2
0252591,154963,Kapicilar Krali (1976) ,"['Comedy', 'Drama']","['doorman', 'soldier', 'whiskey', 'istanbul turkey']",Zeki Ökten,"['Kemal Sunal', 'Sevda Ferdag', 'Sevil Üstekin', 'Bilge Zobu', 'Nisan Akman', 'Sevket Altug', 'Serpil Baykun', 'Gülten Ceylan', 'Ekrem Dümer', 'Erem Ertekin', 'Yüksel Gözen', 'Hikmet Gül', 'Itir Gürdemirel', 'Sabahat Isik', 'Mürvet Issever']",Turkish,8.4
0470864,154965,Mojave Phone Booth (2006) ,['Drama'],"['phone booth', 'hairy chest', 'bare chested male', 'money problems', 'las vegas nevada']",John Putch,"['Annabeth Gish', 'Steve Guttenberg', 'Christine Elise', 'Tinarie van Wyk Loots', 'Robert Romanus', 'David DeLuise', 'Missi Pyle', 'Kevin Rahm', 'Larry Poindexter', 'Joy Gohring', 'Jacleen Haber', 'Lee Wilkof', 'Jerry Rapp', 'Nicole Sherwin', 'Carl Mazzocone']",English,5.7
0114467,154967,Skyscraper (1996) ,"['Action', 'Thriller']","['breasts', 'fondling breast', 'sex dream', 'nude with a gun', 'buxom']",Raymond Martino,"['Anna Nicole Smith', 'Richard Steinmetz', 'Branimir Cikatiæ', 'Calvin Levels', 'Jonathan Fuller', 'Lee de Broux', 'Deirdre Imershein', 'Charles M. Huber', 'Deron McBee', 'Vincent DePalma', 'Alan Brooks', 'Gary Imhoff', 'Bob McCracken', 'Eugene Robert Glazer', 'Seth Isler']",English,3.0
1517621,154969,Better Mus' Come (2010) ,"['Action', 'Crime', 'Drama']","['drive by shooting', '1970s', 'jamaica', 'assassination', 'arms dealer']",Storm Saulter,"['Sheldon Shepherd', 'Sky Nicole Grey', 'Ricardo Orgil', 'Everaldo Creary', 'Duane Pusey', 'Ifidel Williams', 'Sage the Poet', 'Dennis Hall', 'Chris McFarlane', 'Roger Guenveur Smith', 'Carl Williams', 'Terri An Davis', 'Boyd Grant', 'Hugh Douse', 'Volier Johnson']",N/A,6.2
2313306,154971,The Real Miyagi (2015) ,"['Documentary', 'Action', 'Biography', 'Sport']","['karate', 'martial arts']",Kevin Derek,"['John G. Avildsen', 'Billy Blanks', 'Lauro David Chartrand-DelValle', 'Michael Chavez', 'Fumio Demura', 'Emil Farkas', 'Isaac Florentine', 'William Christopher Ford', 'Togo Igawa', 'Pat E. Johnson', 'Sean Kanan', 'Ken Kazama', 'Shin Koyamada', 'Tak Kubota', 'Dolph Lundgren']",English,7.1
5326448,154975,Merci patron! (2016) ,['Documentary'],"['christmas', 'non disclosure agreement', 'make up', 'reference to robin hood', 'hidden camera']",François Ruffin,"['François Ruffin', 'Bernard Arnault', 'Marie-Hélène Bourlard', 'François Chérèque', 'François Hollande', 'Marc-Antoine Jamet', 'Jocelyne Klur', 'Jérémy Klur', 'Serge Klur', 'Jean-Luc Mélenchon', 'Marco van Hees']",French,7.4
0057942,154978,Chi lavora è perduto (In capo al mondo) (1963) ,['Drama'],[],Tinto Brass,"['Sady Rebbot', 'Pascale Audret', 'Nando Angelini', 'Andreina Carli', 'Gino Cavalieri', 'Franco Arcalli', 'Piero Vida', 'Enzo Nigro', 'Tino Buazzelli', 'Carletto Chia', 'Giuseppe Cosentino']",Italian,6.3
0059924,154982,Yankee (1966) ,['Western'],"['arizona territory', 'new mexico territory', 'barbershop', 'villain', 'fortuneteller']",Tinto Brass,"['Philippe Leroy', 'Adolfo Celi', 'Jacques Herlin', 'Tomás Torres', 'Francisco Sanz', 'Franco De Rosa', 'Pasquale Basile', 'Giorgio Bret Schneider', 'Renzo Pevarello', 'Antonio Basile', 'Tomas Milton', 'César Ojinaga', 'Valentino Macchi', 'Henriquetta Senalada', 'Osiride Pevarello']",Italian,5.8
0061493,154984,Col cuore in gola (1967) ,"['Drama', 'Mystery', 'Thriller']","['adulterer', 'murder investigation', 'falling in love', 'blackmail', 'surprise ending']",Tinto Brass,"['Jean-Louis Trintignant', 'Ewa Aulin', 'Roberto Bisacco', 'Charles Kohler', 'Luigi Bellini', 'Monique Scoazec', 'Enzo Consoli', 'Vira Silenti']",Italian,5.7
0063751,154986,L'urlo (1970) ,['Comedy'],"['masturbation', 'female frontal nudity', 'rape victim', 'lust', 'cleavage']",Tinto Brass,"['Tina Aumont', 'Gigi Proietti', 'Nino Segurini', 'Germano Longo', 'Giorgio Gruden', 'Osiride Pevarello', 'Attilio Corsini', 'Carla Cassola', 'Sam Dorras', 'Tino Scotti', 'Edoardo Florio']",Italian,5.4
0065161,154988,La vacanza (1971) ,['Drama'],"['insanity', 'on the road', 'gypsy', 'adultery', 'mental illness']",Tinto Brass,"['Vanessa Redgrave', 'Franco Nero', 'Leopoldo Trieste', 'Corin Redgrave', 'Countessa Veronica', 'Germana Monteverdi', 'Margarita Lozano', 'Fany Sakantany', 'Pupo De Luca', 'Attilio Corsini', 'Osiride Pevarello']",Italian,6.1
0078732,154990,Action (1980) ,['Drama'],"['female nudity', 'rape', 'female full frontal nudity', 'breasts', 'dancing naked']",Tinto Brass,"['Luc Merenda', 'Adriana Asti', 'Susanna Javicoli', 'Paola Senatore', 'Alberto Sorrentino', 'Gianfranco Bullo', 'Giancarlo Badessi', 'John Steiner', 'Edoardo Florio', 'Luciano Crovato', 'Alberto Lupo', 'Paola Montenero', 'Alina De Simone', 'Franco Fabrizi', 'Beatrice Brass']",Italian,5.0
0092720,154992,Capriccio (1987) ,"['Drama', 'Romance']","['erotica', 'female nudity', 'female frontal nudity', 'female rear nudity', 'voyeurism']",Tinto Brass,"['Nicola Warren', 'Francesca Dellera', 'Andy J. Forest', 'Luigi Laezza', 'Isabella Biagini', 'Venantino Venantini', 'Giuseppe Pennese', 'Dodi Moscati', 'Osiride Pevarello', 'Josephine Van As', 'Bea', 'Lulu', 'Matteo', 'Vittorio Caprioli', 'Camillo Marino']",English,5.0
0096125,154994,Snack Bar Budapest (1988) ,"['Comedy', 'Crime', 'Drama', 'Fantasy', 'Thriller']","['no panties', 'pubic hair', 'female full frontal nudity', 'female frontal nudity', 'female nudity']",Tinto Brass,"['Giancarlo Giannini', 'Philippe Léotard', 'François Négret', 'Raffaella Baracchi', 'Sylvie Orcier', 'Giorgio Tirabassi', 'Katalin Murany', 'Giuditta Del Vecchio', 'Valentine Demy', 'Claudio Del Falco', 'Cyril Aubin', 'Isabelle Mantero', 'Loredana Romito', 'Roberto Trasarti', 'Luciana Cirenei']",Italian,4.2
0104014,154996,Così fan tutte (1992) ,"['Comedy', 'Drama']","['erotica', 'cheating wife', 'lust', 'female pubic hair', 'adulterous wife']",Tinto Brass,"['Claudia Koll', 'Paolo Lanza', 'Franco Branciaroli', 'Isabella Deiana', 'Renzo Rinaldi', 'Ornella Marcucci', 'Marco Marciani', 'Maurizio Martinoli', 'Luciana Cirenei', 'Rossana Di Pierro', 'Rosa Maria Pezzullo', 'Osiride Pevarello', 'Antonio Conte', 'Lucia Lucchesino', 'Pierangela Vallerino']",Italian,5.3
0113049,154998,Fermo posta Tinto Brass (1995) ,['Comedy'],"['female removes her clothes', 'sex on a beach', 'sex scene', 'erection', 'breasts']",Tinto Brass,"['Tinto Brass', 'Laura Gualtieri', 'Erika Savastani', 'Paolo Lanza', 'Sara Cosmi', 'Alessandra Antonelli', 'Gaia Zucchi', 'Cristina Rinaldi', 'Cinzia Roccaforte', 'Carla Solaro', 'Claudia Biagiotti', 'Gabriella Barbuti', 'Pascal Persiano', 'Maurizio Prudenzi', 'Ghibly F. Lombardi']",Italian,5.2
0267261,155000,Senso '45 (2002) ,"['Drama', 'Romance', 'Thriller']","['male full frontal nudity', 'unhappy marriage', 'female masturbation', 'sex from behind', 'strap on dildo']",Tinto Brass,"['Anna Galiena', 'Gabriel Garko', 'Franco Branciaroli', 'Antonio Salines', 'Simona Borioni', 'Loredana Cannata', 'Erika Savastani', 'Sabrina Colle', 'Agostino Nani', 'Giulia De Gresy', 'Franco Barbero', 'Eleonora Mazzoni', 'Ciro Scalera', 'Maria Pia Colonnello', 'Hermann Weiskopf']",Italian,5.1
0065378,155004,Alba pagana (1970) ,['Drama'],"['giallo', 'sleazy giallo']",Ugo Liberatore,"['Jane Birkin', 'Alessio Orano', 'John Steiner', 'Rossella Falk', 'Micaela Pignatelli', 'Edda Di Benedetto', 'Iain Sinclair', 'Bianca Maria Corbella', 'Carlo Spadoni', 'John Gayford', 'Susan Jones', 'Ben Etoria']",English,5.7
0062753,155008,Bora Bora (1968) ,"['Adventure', 'Drama', 'Musical']","['hot', 'sex scene', 'sexy', 'sexploitation', 'sexploitation film']",Ugo Liberatore,"['Haydée Politoff', 'Corrado Pani', 'Doris Kunstmann', 'Giovanni Ivan Scratuglia', 'Rosine Copie', 'Antoine Coco Puputauki']",Italian,5.9
0062249,155010,Il sesso degli angeli (1968) ,['Drama'],"['giallo', 'german giallo', 'sleazy giallo', 'lsd', 'reel to reel tape recorder']",Ugo Liberatore,"['Bernard De Vries', 'Rosemary Dexter', 'Doris Kunstmann', 'Laura Troschel', 'Giovanni Petrucci', 'Efisio Cabras', 'Brizio Montinaro', 'Hans Jürgen Neumann', 'Silvana Broc']",Italian,6.2
0073343,155012,The Man from Hong Kong (1975) ,"['Action', 'Drama', 'Adventure']","['poliziottesco', 'hong kong poliziottesco', 'australian poliziottesco', 'ozploitation', 'drugs']",Brian Trenchard-Smith,"['Jimmy Wang Yu', 'George Lazenby', 'Hugh Keays-Byrne', 'Roger Ward', 'Rosalind Speirs', 'Grant Page', 'Rebecca Gilling', 'Frank Thring', 'Sammo Kam-Bo Hung', 'Deryck Barnes', 'Bill Hunter', 'Ian Jamieson', 'Elaine Wong', 'John Orcsik', 'Geoffrey Brown']",Mandarin,6.6
0329083,155014,Fine mrtve djevojke (2002) ,"['Drama', 'Thriller']","['bare breasts', 'lesbian', 'neo noir', 'female nudity', 'revenge']",Dalibor Matanic,"['Olga Pakalovic', 'Nina Violic', 'Kresimir Mikic', 'Inge Appelt', 'Ivica Vidovic', 'Milan Strljic', 'Hrvoje Barisic', 'Marko Bertok', 'Mirko Boman', 'Vlado Brkic', 'Franjo Capan', 'Sinisa Conda', 'Jadranka Djokic', 'Ivana Dragicevic', 'Paula Fistrek']",Croatian,7.2
0066873,155016,The Bus Is Coming (1971) ,['Drama'],"['death of brother', 'vietnam war veteran', '1970s', 'nursery school', 'vietnam veteran']",Wendell Franklin,"['Mike B. Sims', 'Lonnie Bradford', 'Stephanie Faulkner', 'Burl Bullock', 'Tony Sweeting', 'Jack Wrangler', 'Sandra Reed', 'Robert Brubaker', 'Morgan Jones', 'Dick Ryal', 'George M. Chappell', 'Darno DeJohnette', 'Eddie Kendrix', 'Juan Russell', 'Wally Wood']",English,5.7
4503598,155018,Emelie (2015) ,"['Horror', 'Mystery', 'Thriller']","['babysitter', 'babysitting', 'female psychopath', 'family in danger', 'fake identity']",Michael Thelin,"['Carly Adams', 'Elisha Ali', 'Tyler Aser', 'Carl Bailey', 'Thomas Bair', 'Jason John Beebe', 'Chris Beetem', 'Heather Benson', 'Sarah Bolger', 'Bob Bozek', 'Annette Christian', 'Doreen Donovan Corkin', 'Lynn Czekaj', 'Michael Joseph Dugan', 'Rosemarie Feliciano']",English,5.4
2181814,155020,Im Sommer wohnt er unten (2015) ,"['Comedy', 'Drama']","['loud sex', 'sex in pool', 'pregnant wife', 'bare breasts', 'sex with sister in law']",Tom Sommerlatte,"['Sebastian Fräsdorf', 'Alice Pehlivanyan', 'Godehard Giese', 'Karin Hanczewski', 'William Peiro']",German,6.3
5133288,155022,Täterätää - Die Kirche bleibt im Dorf 2 (2015) ,"['Comedy', 'Drama', 'Music', 'Romance']","['f rated', 'reference to che guevara', 'reference to elvis presley', 'reference to robert redford', 'singing on a bus']",Ulrike Grote,"['Natalia Wörner', 'Karoline Eichhorn', 'Julia Nachtmann', 'Christian Pätzold', 'Franziska Küpferle', 'Stephan Schad', 'Hans Löw', 'Gary Francis Smith', 'Sabine Hahn', 'Ulrich Gebauer', 'Rolf Schübel', 'Meike Kircher', 'Rainer Piwek', 'Frank Stöckle', 'Joachim Raaf']",German,5.0
0094070,155024,Summer Camp Nightmare (1987) ,"['Drama', 'Horror', 'Thriller']","['slasher', 'sexploitation', 'teensploitation', 'stabbing', 'strangling']",Bert L. Dragin,"['Chuck Connors', 'Charlie Stratton', 'Harold Pruett', 'Adam Carl', 'Tom Fridley', 'Melissa Reeves', 'Stuart Rogers', 'Shawn McLemore', 'Samantha Newark', 'Nancy Calabrese', 'Michael Cramer', 'Rick Fitts', 'Doug Toby', 'Shirley Mitchell', 'Chris Hubbell']",English,5.6
0021197,155026,The Office Wife (1930) ,"['Drama', 'Romance']","['secretary', 'publishing', 'st. petersburg florida', 'philadelphia pennsylvania', 'beach']",Lloyd Bacon,"['Dorothy Mackaill', 'Lewis Stone', 'Natalie Moorhead', 'Hobart Bosworth', 'Joan Blondell', 'Blanche Friderici', 'Brooks Benedict', 'Dale Fuller', 'Walter Merrill']",English,6.2
3499870,155028,La pazza della porta accanto: Conversazione con Alda Merini (2013) ,"['Documentary', 'Biography']","['title directed by female', 'f rated']",Antonietta De Lillo,['Alda Merini'],Italian,6.7
0069848,155036,Carry on Girls (1973) ,"['Comedy', 'Romance']","['carry on', 'sabotage', 'mayor', ""women's liberation"", 'beauty contest']",Gerald Thomas,"['Sidney James', 'Barbara Windsor', 'Joan Sims', 'Kenneth Connor', 'Bernard Bresslaw', 'June Whitfield', 'Peter Butterworth', 'Jack Douglas', 'Patsy Rowlands', 'Joan Hickson', 'David Lodge', 'Valerie Leon', 'Margaret Nolan', 'Sally Geeson', 'Angela Grant']",English,5.7
0054903,155048,La furia di Ercole (1962) ,['Adventure'],"['bare chested male', 'greece', 'ancient greece', 'greek mythology', 'rebellion']",Gianfranco Parolini,"['Brad Harris', 'Luisella Boni', 'Mara Berni', 'Elke Arendt', 'Carlo Tamberlani', 'Serge Gainsbourg', 'Sergio Ciani', 'Franco Gasparri', 'Irena Prosen', 'Romano Ghini', 'Ivan Dobric', 'Niksa Stefanini', 'Natascia Polavshenko', 'Manja Golec']",Italian,4.8
